venda_id,data,loja_id,produto_id,vendedor_id,quantidade,preco_unitario,desconto_pct,valor_total,custo_total,margem
28054,2023-05-11,L009,P008,V003,1,3.31,0.15,3.31,1.2,2.11
28055,2023-05-11,L009,P007,V001,2,35.01,0.1,70.02,28.0,42.02
28056,2023-05-11,L009,P001,V004,1,43.6,0.05,43.6,18.0,25.6
28057,2023-05-11,L009,P001,V006,4,45.9,0.0,183.6,72.0,111.6
28058,2023-05-11,L009,P006,V002,4,9.81,0.1,39.24,15.2,24.04
28059,2023-05-11,L009,P008,V006,1,3.51,0.1,3.51,1.2,2.31
28060,2023-05-11,L009,P006,V002,3,9.27,0.15,27.81,11.4,16.41
28061,2023-05-11,L009,P006,V004,2,9.27,0.15,18.54,7.6,10.94
28062,2023-05-11,L009,P002,V001,2,40.75,0.05,81.5,34.0,47.5
28063,2023-05-11,L009,P009,V005,4,102.0,0.15,408.0,180.0,228.0
28064,2023-05-11,L009,P008,V002,2,3.31,0.15,6.62,2.4,4.22
28065,2023-05-11,L009,P002,V002,2,36.46,0.15,72.92,34.0,38.92
28066,2023-05-11,L009,P005,V003,1,10.96,0.15,10.96,4.5,6.46
28067,2023-05-11,L009,P001,V001,5,45.9,0.0,229.5,90.0,139.5
28068,2023-05-11,L009,P002,V001,1,38.61,0.1,38.61,17.0,21.61
28069,2023-05-11,L009,P002,V006,2,38.61,0.1,77.22,34.0,43.22
28070,2023-05-11,L009,P007,V006,2,36.95,0.05,73.9,28.0,45.9
28071,2023-05-11,L009,P007,V002,2,35.01,0.1,70.02,28.0,42.02
28072,2023-05-11,L010,P002,V004,2,40.75,0.05,81.5,34.0,47.5
28073,2023-05-11,L010,P007,V006,7,36.95,0.05,258.65,98.0,160.65
28074,2023-05-11,L010,P009,V005,1,120.0,0.0,120.0,45.0,75.0
28075,2023-05-11,L010,P009,V003,3,102.0,0.15,306.0,135.0,171.0
28076,2023-05-11,L010,P005,V006,4,10.96,0.15,43.84,18.0,25.84
28077,2023-05-11,L010,P001,V003,2,45.9,0.0,91.8,36.0,55.8
28078,2023-05-11,L010,P002,V005,4,36.46,0.15,145.84,68.0,77.84
28079,2023-05-11,L010,P005,V003,1,10.96,0.15,10.96,4.5,6.46
28080,2023-05-11,L010,P006,V001,2,9.27,0.15,18.54,7.6,10.94
28081,2023-05-11,L010,P005,V005,3,12.9,0.0,38.7,13.5,25.2
28082,2023-05-11,L010,P002,V002,1,38.61,0.1,38.61,17.0,21.61
28083,2023-05-11,L010,P006,V005,4,10.36,0.05,41.44,15.2,26.24
28084,2023-05-11,L010,P007,V005,4,36.95,0.05,147.8,56.0,91.8
28085,2023-05-11,L010,P005,V006,3,11.61,0.1,34.83,13.5,21.33
28086,2023-05-11,L010,P002,V002,2,38.61,0.1,77.22,34.0,43.22
28087,2023-05-11,L011,P009,V001,2,102.0,0.15,204.0,90.0,114.0
28088,2023-05-11,L011,P007,V005,5,35.01,0.1,175.05,70.0,105.05
28089,2023-05-11,L011,P002,V005,1,40.75,0.05,40.75,17.0,23.75
28090,2023-05-11,L011,P007,V002,1,33.06,0.15,33.06,14.0,19.06
28091,2023-05-11,L011,P001,V004,5,43.6,0.05,218.0,90.0,128.0
28092,2023-05-11,L011,P009,V004,2,114.0,0.05,228.0,90.0,138.0
28093,2023-05-11,L011,P007,V006,5,36.95,0.05,184.75,70.0,114.75
28094,2023-05-11,L011,P002,V005,1,42.9,0.0,42.9,17.0,25.9
28095,2023-05-11,L011,P007,V002,5,35.01,0.1,175.05,70.0,105.05
28096,2023-05-11,L011,P006,V006,4,9.27,0.15,37.08,15.2,21.88
28097,2023-05-11,L011,P005,V003,2,11.61,0.1,23.22,9.0,14.22
28098,2023-05-11,L011,P009,V003,3,102.0,0.15,306.0,135.0,171.0
28099,2023-05-11,L011,P008,V006,2,3.9,0.0,7.8,2.4,5.4
28100,2023-05-11,L011,P009,V002,2,120.0,0.0,240.0,90.0,150.0
28101,2023-05-11,L011,P008,V006,1,3.31,0.15,3.31,1.2,2.11
28102,2023-05-11,L011,P007,V004,1,35.01,0.1,35.01,14.0,21.01
28103,2023-05-11,L011,P007,V002,1,33.06,0.15,33.06,14.0,19.06
28104,2023-05-11,L011,P007,V005,2,35.01,0.1,70.02,28.0,42.02
28105,2023-05-11,L011,P007,V001,1,36.95,0.05,36.95,14.0,22.95
28106,2023-05-11,L011,P007,V006,3,33.06,0.15,99.18,42.0,57.18
28107,2023-05-11,L011,P005,V003,4,11.61,0.1,46.44,18.0,28.44
28108,2023-05-11,L011,P007,V002,3,33.06,0.15,99.18,42.0,57.18
28109,2023-05-11,L011,P006,V001,1,9.81,0.1,9.81,3.8,6.01
28110,2023-05-11,L011,P007,V001,4,38.9,0.0,155.6,56.0,99.6
28111,2023-05-11,L011,P007,V006,1,35.01,0.1,35.01,14.0,21.01
28112,2023-05-11,L011,P001,V006,2,43.6,0.05,87.2,36.0,51.2
28113,2023-05-11,L012,P006,V003,3,9.81,0.1,29.43,11.4,18.03
28114,2023-05-11,L012,P008,V004,6,3.31,0.15,19.86,7.2,12.66
28115,2023-05-11,L012,P002,V005,4,42.9,0.0,171.6,68.0,103.6
28116,2023-05-11,L012,P001,V005,1,41.31,0.1,41.31,18.0,23.31
28117,2023-05-11,L012,P009,V003,2,120.0,0.0,240.0,90.0,150.0
28118,2023-05-11,L012,P008,V001,3,3.51,0.1,10.53,3.6,6.93
28119,2023-05-11,L012,P006,V006,4,10.9,0.0,43.6,15.2,28.4
28120,2023-05-11,L012,P007,V002,3,36.95,0.05,110.85,42.0,68.85
28121,2023-05-11,L012,P001,V006,4,39.02,0.15,156.08,72.0,84.08
28122,2023-05-11,L012,P001,V004,2,43.6,0.05,87.2,36.0,51.2
28123,2023-05-11,L012,P005,V005,2,12.25,0.05,24.5,9.0,15.5
28124,2023-05-11,L012,P008,V006,4,3.51,0.1,14.04,4.8,9.24
28125,2023-05-11,L012,P008,V003,3,3.7,0.05,11.1,3.6,7.5
28126,2023-05-11,L012,P006,V001,2,10.9,0.0,21.8,7.6,14.2
28127,2023-05-11,L012,P005,V003,1,11.61,0.1,11.61,4.5,7.11
28128,2023-05-11,L012,P007,V001,4,36.95,0.05,147.8,56.0,91.8
28129,2023-05-11,L012,P007,V005,1,35.01,0.1,35.01,14.0,21.01
28130,2023-05-11,L012,P001,V002,1,45.9,0.0,45.9,18.0,27.9
28131,2023-05-11,L012,P008,V006,3,3.31,0.15,9.93,3.6,6.33
28132,2023-05-11,L012,P005,V006,2,11.61,0.1,23.22,9.0,14.22
28133,2023-05-12,L001,P009,V004,2,108.0,0.1,216.0,90.0,126.0
28134,2023-05-12,L001,P006,V006,1,10.36,0.05,10.36,3.8,6.56
28135,2023-05-12,L001,P006,V003,4,10.9,0.0,43.6,15.2,28.4
28136,2023-05-12,L001,P009,V005,1,114.0,0.05,114.0,45.0,69.0
28137,2023-05-12,L001,P009,V004,3,120.0,0.0,360.0,135.0,225.0
28138,2023-05-12,L001,P005,V004,2,12.9,0.0,25.8,9.0,16.8
28139,2023-05-12,L001,P008,V002,2,3.7,0.05,7.4,2.4,5.0
28140,2023-05-12,L001,P009,V004,2,120.0,0.0,240.0,90.0,150.0
28141,2023-05-12,L001,P008,V006,2,3.7,0.05,7.4,2.4,5.0
28142,2023-05-12,L001,P005,V001,1,10.96,0.15,10.96,4.5,6.46
28143,2023-05-12,L001,P009,V005,1,114.0,0.05,114.0,45.0,69.0
28144,2023-05-12,L001,P001,V006,1,43.6,0.05,43.6,18.0,25.6
28145,2023-05-12,L001,P001,V002,3,41.31,0.1,123.93,54.0,69.93
28146,2023-05-12,L001,P007,V001,2,36.95,0.05,73.9,28.0,45.9
28147,2023-05-12,L001,P009,V005,2,102.0,0.15,204.0,90.0,114.0
28148,2023-05-12,L001,P007,V006,1,35.01,0.1,35.01,14.0,21.01
28149,2023-05-12,L001,P001,V005,2,39.02,0.15,78.04,36.0,42.04
28150,2023-05-12,L001,P008,V002,2,3.51,0.1,7.02,2.4,4.62
28151,2023-05-12,L001,P005,V002,1,11.61,0.1,11.61,4.5,7.11
28152,2023-05-12,L001,P001,V003,6,41.31,0.1,247.86,108.0,139.86
28153,2023-05-12,L001,P007,V005,3,33.06,0.15,99.18,42.0,57.18
28154,2023-05-12,L001,P002,V002,1,38.61,0.1,38.61,17.0,21.61
28155,2023-05-12,L001,P007,V001,2,35.01,0.1,70.02,28.0,42.02
28156,2023-05-12,L001,P009,V003,3,114.0,0.05,342.0,135.0,207.0
28157,2023-05-12,L001,P009,V002,5,114.0,0.05,570.0,225.0,345.0
28158,2023-05-12,L001,P007,V004,3,33.06,0.15,99.18,42.0,57.18
28159,2023-05-12,L001,P009,V001,6,114.0,0.05,684.0,270.0,414.0
28160,2023-05-12,L001,P005,V006,2,11.61,0.1,23.22,9.0,14.22
28161,2023-05-12,L002,P005,V005,1,11.61,0.1,11.61,4.5,7.11
28162,2023-05-12,L002,P005,V003,1,12.25,0.05,12.25,4.5,7.75
28163,2023-05-12,L002,P002,V001,3,38.61,0.1,115.83,51.0,64.83
28164,2023-05-12,L002,P005,V006,2,10.96,0.15,21.92,9.0,12.92
28165,2023-05-12,L002,P002,V005,2,42.9,0.0,85.8,34.0,51.8
28166,2023-05-12,L002,P002,V005,7,36.46,0.15,255.22,119.0,136.22
28167,2023-05-12,L002,P006,V002,3,10.36,0.05,31.08,11.4,19.68
28168,2023-05-12,L002,P008,V003,2,3.7,0.05,7.4,2.4,5.0
28169,2023-05-12,L002,P006,V001,1,9.27,0.15,9.27,3.8,5.47
28170,2023-05-12,L002,P008,V002,1,3.7,0.05,3.7,1.2,2.5
28171,2023-05-12,L002,P002,V001,2,42.9,0.0,85.8,34.0,51.8
28172,2023-05-12,L002,P008,V001,2,3.31,0.15,6.62,2.4,4.22
28173,2023-05-12,L002,P001,V005,1,41.31,0.1,41.31,18.0,23.31
28174,2023-05-12,L002,P005,V004,4,10.96,0.15,43.84,18.0,25.84
28175,2023-05-12,L002,P002,V002,1,38.61,0.1,38.61,17.0,21.61
28176,2023-05-12,L002,P008,V001,1,3.31,0.15,3.31,1.2,2.11
28177,2023-05-12,L002,P009,V004,3,114.0,0.05,342.0,135.0,207.0
28178,2023-05-12,L002,P001,V003,4,39.02,0.15,156.08,72.0,84.08
28179,2023-05-12,L002,P008,V004,2,3.51,0.1,7.02,2.4,4.62
28180,2023-05-12,L002,P009,V005,1,102.0,0.15,102.0,45.0,57.0
28181,2023-05-12,L002,P002,V004,1,38.61,0.1,38.61,17.0,21.61
28182,2023-05-12,L002,P009,V004,13,120.0,0.0,1560.0,585.0,975.0
28183,2023-05-12,L002,P002,V006,6,42.9,0.0,257.4,102.0,155.4
28184,2023-05-12,L002,P002,V004,2,36.46,0.15,72.92,34.0,38.92
28185,2023-05-12,L002,P002,V005,4,36.46,0.15,145.84,68.0,77.84
28186,2023-05-12,L002,P008,V006,2,3.9,0.0,7.8,2.4,5.4
28187,2023-05-12,L002,P002,V004,2,36.46,0.15,72.92,34.0,38.92
28188,2023-05-12,L003,P009,V001,5,102.0,0.15,510.0,225.0,285.0
28189,2023-05-12,L003,P005,V005,2,11.61,0.1,23.22,9.0,14.22
28190,2023-05-12,L003,P001,V003,2,43.6,0.05,87.2,36.0,51.2
28191,2023-05-12,L003,P009,V001,4,102.0,0.15,408.0,180.0,228.0
28192,2023-05-12,L003,P005,V005,1,11.61,0.1,11.61,4.5,7.11
28193,2023-05-12,L003,P002,V002,2,36.46,0.15,72.92,34.0,38.92
28194,2023-05-12,L003,P006,V006,4,10.9,0.0,43.6,15.2,28.4
28195,2023-05-12,L003,P006,V002,3,9.27,0.15,27.81,11.4,16.41
28196,2023-05-12,L003,P005,V004,5,12.9,0.0,64.5,22.5,42.0
28197,2023-05-12,L003,P001,V002,1,41.31,0.1,41.31,18.0,23.31
28198,2023-05-12,L003,P001,V001,1,41.31,0.1,41.31,18.0,23.31
28199,2023-05-12,L003,P009,V005,2,114.0,0.05,228.0,90.0,138.0
28200,2023-05-12,L003,P009,V005,2,102.0,0.15,204.0,90.0,114.0
28201,2023-05-12,L003,P001,V002,2,41.31,0.1,82.62,36.0,46.62
28202,2023-05-12,L003,P001,V004,3,45.9,0.0,137.7,54.0,83.7
28203,2023-05-12,L003,P007,V005,2,35.01,0.1,70.02,28.0,42.02
28204,2023-05-12,L003,P008,V006,1,3.31,0.15,3.31,1.2,2.11
28205,2023-05-12,L003,P005,V003,2,12.9,0.0,25.8,9.0,16.8
28206,2023-05-12,L003,P009,V001,3,102.0,0.15,306.0,135.0,171.0
28207,2023-05-12,L003,P001,V004,2,41.31,0.1,82.62,36.0,46.62
28208,2023-05-12,L003,P008,V003,4,3.9,0.0,15.6,4.8,10.8
28209,2023-05-12,L003,P009,V006,3,102.0,0.15,306.0,135.0,171.0
28210,2023-05-12,L003,P008,V001,6,3.7,0.05,22.2,7.2,15.0
28211,2023-05-12,L003,P008,V003,5,3.7,0.05,18.5,6.0,12.5
28212,2023-05-12,L003,P009,V003,2,102.0,0.15,204.0,90.0,114.0
28213,2023-05-12,L003,P001,V001,3,41.31,0.1,123.93,54.0,69.93
28214,2023-05-12,L003,P009,V003,2,108.0,0.1,216.0,90.0,126.0
28215,2023-05-12,L003,P002,V003,2,42.9,0.0,85.8,34.0,51.8
28216,2023-05-12,L003,P009,V002,5,102.0,0.15,510.0,225.0,285.0
28217,2023-05-12,L003,P007,V006,1,36.95,0.05,36.95,14.0,22.95
28218,2023-05-12,L003,P001,V001,1,41.31,0.1,41.31,18.0,23.31
28219,2023-05-12,L003,P007,V001,3,38.9,0.0,116.7,42.0,74.7
28220,2023-05-12,L003,P002,V001,1,40.75,0.05,40.75,17.0,23.75
28221,2023-05-12,L003,P007,V003,8,36.95,0.05,295.6,112.0,183.6
28222,2023-05-12,L003,P001,V001,4,39.02,0.15,156.08,72.0,84.08
28223,2023-05-12,L003,P008,V005,2,3.51,0.1,7.02,2.4,4.62
28224,2023-05-12,L003,P008,V006,2,3.9,0.0,7.8,2.4,5.4
28225,2023-05-12,L003,P005,V002,4,12.25,0.05,49.0,18.0,31.0
28226,2023-05-12,L003,P009,V002,4,108.0,0.1,432.0,180.0,252.0
28227,2023-05-12,L003,P005,V001,2,10.96,0.15,21.92,9.0,12.92
28228,2023-05-12,L003,P001,V006,2,39.02,0.15,78.04,36.0,42.04
28229,2023-05-12,L003,P009,V001,1,114.0,0.05,114.0,45.0,69.0
28230,2023-05-12,L004,P006,V004,4,9.27,0.15,37.08,15.2,21.88
28231,2023-05-12,L004,P009,V004,2,120.0,0.0,240.0,90.0,150.0
28232,2023-05-12,L004,P008,V005,4,3.9,0.0,15.6,4.8,10.8
28233,2023-05-12,L004,P006,V001,2,9.27,0.15,18.54,7.6,10.94
28234,2023-05-12,L004,P001,V003,1,45.9,0.0,45.9,18.0,27.9
28235,2023-05-12,L004,P008,V004,3,3.51,0.1,10.53,3.6,6.93
28236,2023-05-12,L004,P001,V003,4,45.9,0.0,183.6,72.0,111.6
28237,2023-05-12,L004,P001,V005,4,43.6,0.05,174.4,72.0,102.4
28238,2023-05-12,L004,P002,V005,1,38.61,0.1,38.61,17.0,21.61
28239,2023-05-12,L004,P001,V006,3,45.9,0.0,137.7,54.0,83.7
28240,2023-05-12,L004,P008,V003,2,3.51,0.1,7.02,2.4,4.62
28241,2023-05-12,L004,P001,V004,5,45.9,0.0,229.5,90.0,139.5
28242,2023-05-12,L004,P005,V002,3,12.25,0.05,36.75,13.5,23.25
28243,2023-05-12,L004,P005,V002,2,12.9,0.0,25.8,9.0,16.8
28244,2023-05-12,L004,P006,V002,4,10.36,0.05,41.44,15.2,26.24
28245,2023-05-12,L004,P009,V003,4,102.0,0.15,408.0,180.0,228.0
28246,2023-05-12,L004,P001,V003,3,41.31,0.1,123.93,54.0,69.93
28247,2023-05-12,L004,P002,V002,1,38.61,0.1,38.61,17.0,21.61
28248,2023-05-12,L004,P008,V006,3,3.9,0.0,11.7,3.6,8.1
28249,2023-05-12,L004,P001,V002,7,41.31,0.1,289.17,126.0,163.17
28250,2023-05-12,L004,P001,V003,3,45.9,0.0,137.7,54.0,83.7
28251,2023-05-12,L004,P002,V004,1,40.75,0.05,40.75,17.0,23.75
28252,2023-05-12,L004,P009,V004,1,108.0,0.1,108.0,45.0,63.0
28253,2023-05-12,L004,P007,V006,1,36.95,0.05,36.95,14.0,22.95
28254,2023-05-12,L004,P005,V006,5,12.25,0.05,61.25,22.5,38.75
28255,2023-05-12,L004,P006,V002,6,10.36,0.05,62.16,22.8,39.36
28256,2023-05-12,L004,P009,V006,2,102.0,0.15,204.0,90.0,114.0
28257,2023-05-12,L004,P009,V005,2,108.0,0.1,216.0,90.0,126.0
28258,2023-05-12,L004,P006,V001,1,9.27,0.15,9.27,3.8,5.47
28259,2023-05-12,L004,P007,V003,2,35.01,0.1,70.02,28.0,42.02
28260,2023-05-12,L004,P009,V004,4,108.0,0.1,432.0,180.0,252.0
28261,2023-05-12,L004,P006,V001,2,10.36,0.05,20.72,7.6,13.12
28262,2023-05-12,L005,P001,V005,1,41.31,0.1,41.31,18.0,23.31
28263,2023-05-12,L005,P006,V005,4,9.27,0.15,37.08,15.2,21.88
28264,2023-05-12,L005,P005,V005,2,12.9,0.0,25.8,9.0,16.8
28265,2023-05-12,L005,P002,V006,1,40.75,0.05,40.75,17.0,23.75
28266,2023-05-12,L005,P007,V006,5,35.01,0.1,175.05,70.0,105.05
28267,2023-05-12,L005,P009,V003,3,108.0,0.1,324.0,135.0,189.0
28268,2023-05-12,L005,P007,V002,1,38.9,0.0,38.9,14.0,24.9
28269,2023-05-12,L005,P006,V006,4,9.81,0.1,39.24,15.2,24.04
28270,2023-05-12,L005,P005,V004,2,11.61,0.1,23.22,9.0,14.22
28271,2023-05-12,L005,P005,V005,2,12.9,0.0,25.8,9.0,16.8
28272,2023-05-12,L005,P008,V002,4,3.7,0.05,14.8,4.8,10.0
28273,2023-05-12,L005,P001,V004,3,39.02,0.15,117.06,54.0,63.06
28274,2023-05-12,L005,P001,V003,3,39.02,0.15,117.06,54.0,63.06
28275,2023-05-12,L005,P009,V003,4,120.0,0.0,480.0,180.0,300.0
28276,2023-05-12,L005,P008,V006,4,3.7,0.05,14.8,4.8,10.0
28277,2023-05-12,L005,P007,V004,3,38.9,0.0,116.7,42.0,74.7
28278,2023-05-12,L005,P009,V001,3,120.0,0.0,360.0,135.0,225.0
28279,2023-05-12,L005,P007,V002,3,33.06,0.15,99.18,42.0,57.18
28280,2023-05-12,L005,P006,V005,1,10.9,0.0,10.9,3.8,7.1
28281,2023-05-12,L005,P001,V005,1,45.9,0.0,45.9,18.0,27.9
28282,2023-05-12,L005,P009,V005,3,120.0,0.0,360.0,135.0,225.0
28283,2023-05-12,L005,P008,V006,1,3.7,0.05,3.7,1.2,2.5
28284,2023-05-12,L005,P006,V005,2,10.9,0.0,21.8,7.6,14.2
28285,2023-05-12,L005,P001,V001,2,45.9,0.0,91.8,36.0,55.8
28286,2023-05-12,L005,P005,V004,3,12.9,0.0,38.7,13.5,25.2
28287,2023-05-12,L005,P007,V006,3,35.01,0.1,105.03,42.0,63.03
28288,2023-05-12,L005,P005,V006,1,11.61,0.1,11.61,4.5,7.11
28289,2023-05-12,L005,P005,V003,1,12.25,0.05,12.25,4.5,7.75
28290,2023-05-12,L005,P009,V006,3,114.0,0.05,342.0,135.0,207.0
28291,2023-05-12,L005,P005,V004,6,10.96,0.15,65.76,27.0,38.76
28292,2023-05-12,L005,P002,V001,3,42.9,0.0,128.7,51.0,77.7
28293,2023-05-12,L005,P007,V006,1,35.01,0.1,35.01,14.0,21.01
28294,2023-05-12,L005,P001,V001,2,45.9,0.0,91.8,36.0,55.8
28295,2023-05-12,L005,P007,V003,1,35.01,0.1,35.01,14.0,21.01
28296,2023-05-12,L005,P008,V006,1,3.7,0.05,3.7,1.2,2.5
28297,2023-05-12,L005,P006,V003,4,10.36,0.05,41.44,15.2,26.24
28298,2023-05-12,L005,P001,V004,2,41.31,0.1,82.62,36.0,46.62
28299,2023-05-12,L005,P005,V001,5,11.61,0.1,58.05,22.5,35.55
28300,2023-05-12,L005,P009,V004,1,114.0,0.05,114.0,45.0,69.0
28301,2023-05-12,L005,P008,V001,1,3.9,0.0,3.9,1.2,2.7
28302,2023-05-12,L006,P001,V005,3,39.02,0.15,117.06,54.0,63.06
28303,2023-05-12,L006,P008,V004,2,3.51,0.1,7.02,2.4,4.62
28304,2023-05-12,L006,P008,V001,3,3.51,0.1,10.53,3.6,6.93
28305,2023-05-12,L006,P002,V004,3,36.46,0.15,109.38,51.0,58.38
28306,2023-05-12,L006,P002,V002,3,40.75,0.05,122.25,51.0,71.25
28307,2023-05-12,L006,P007,V003,2,35.01,0.1,70.02,28.0,42.02
28308,2023-05-12,L006,P006,V005,2,10.36,0.05,20.72,7.6,13.12
28309,2023-05-12,L006,P001,V003,4,43.6,0.05,174.4,72.0,102.4
28310,2023-05-12,L006,P005,V003,1,12.9,0.0,12.9,4.5,8.4
28311,2023-05-12,L006,P008,V001,5,3.31,0.15,16.55,6.0,10.55
28312,2023-05-12,L006,P002,V002,4,36.46,0.15,145.84,68.0,77.84
28313,2023-05-12,L006,P006,V006,7,10.9,0.0,76.3,26.6,49.7
28314,2023-05-12,L006,P007,V006,1,38.9,0.0,38.9,14.0,24.9
28315,2023-05-12,L006,P002,V004,3,36.46,0.15,109.38,51.0,58.38
28316,2023-05-12,L006,P006,V002,1,10.9,0.0,10.9,3.8,7.1
28317,2023-05-12,L006,P001,V001,4,43.6,0.05,174.4,72.0,102.4
28318,2023-05-12,L006,P009,V003,3,114.0,0.05,342.0,135.0,207.0
28319,2023-05-12,L006,P009,V004,4,108.0,0.1,432.0,180.0,252.0
28320,2023-05-12,L006,P009,V005,1,114.0,0.05,114.0,45.0,69.0
28321,2023-05-12,L006,P002,V003,3,38.61,0.1,115.83,51.0,64.83
28322,2023-05-12,L006,P001,V006,2,41.31,0.1,82.62,36.0,46.62
28323,2023-05-12,L006,P008,V001,2,3.51,0.1,7.02,2.4,4.62
28324,2023-05-12,L006,P007,V003,3,38.9,0.0,116.7,42.0,74.7
28325,2023-05-12,L006,P008,V001,4,3.31,0.15,13.24,4.8,8.44
28326,2023-05-12,L006,P005,V004,1,10.96,0.15,10.96,4.5,6.46
28327,2023-05-12,L006,P002,V002,2,36.46,0.15,72.92,34.0,38.92
28328,2023-05-12,L006,P009,V005,3,120.0,0.0,360.0,135.0,225.0
28329,2023-05-12,L006,P001,V005,2,43.6,0.05,87.2,36.0,51.2
28330,2023-05-12,L006,P001,V006,3,45.9,0.0,137.7,54.0,83.7
28331,2023-05-12,L006,P006,V004,2,10.9,0.0,21.8,7.6,14.2
28332,2023-05-12,L006,P005,V006,7,11.61,0.1,81.27,31.5,49.77
28333,2023-05-12,L006,P005,V005,4,10.96,0.15,43.84,18.0,25.84
28334,2023-05-12,L006,P009,V001,1,108.0,0.1,108.0,45.0,63.0
28335,2023-05-12,L006,P002,V003,9,40.75,0.05,366.75,153.0,213.75
28336,2023-05-12,L006,P008,V004,1,3.31,0.15,3.31,1.2,2.11
28337,2023-05-12,L006,P006,V005,3,9.27,0.15,27.81,11.4,16.41
28338,2023-05-12,L006,P006,V006,6,10.36,0.05,62.16,22.8,39.36
28339,2023-05-12,L006,P002,V003,1,38.61,0.1,38.61,17.0,21.61
28340,2023-05-12,L006,P007,V004,3,33.06,0.15,99.18,42.0,57.18
28341,2023-05-12,L006,P001,V004,1,45.9,0.0,45.9,18.0,27.9
28342,2023-05-12,L006,P002,V005,2,36.46,0.15,72.92,34.0,38.92
28343,2023-05-12,L007,P002,V004,3,40.75,0.05,122.25,51.0,71.25
28344,2023-05-12,L007,P002,V005,2,42.9,0.0,85.8,34.0,51.8
28345,2023-05-12,L007,P005,V004,4,12.9,0.0,51.6,18.0,33.6
28346,2023-05-12,L007,P002,V001,3,36.46,0.15,109.38,51.0,58.38
28347,2023-05-12,L007,P009,V006,3,102.0,0.15,306.0,135.0,171.0
28348,2023-05-12,L007,P002,V005,1,36.46,0.15,36.46,17.0,19.46
28349,2023-05-12,L007,P008,V004,4,3.7,0.05,14.8,4.8,10.0
28350,2023-05-12,L007,P006,V002,3,9.81,0.1,29.43,11.4,18.03
28351,2023-05-12,L007,P002,V005,3,42.9,0.0,128.7,51.0,77.7
28352,2023-05-12,L007,P008,V003,6,3.7,0.05,22.2,7.2,15.0
28353,2023-05-12,L007,P006,V005,1,9.81,0.1,9.81,3.8,6.01
28354,2023-05-12,L007,P008,V006,1,3.51,0.1,3.51,1.2,2.31
28355,2023-05-12,L007,P005,V004,5,12.9,0.0,64.5,22.5,42.0
28356,2023-05-12,L007,P008,V006,3,3.31,0.15,9.93,3.6,6.33
28357,2023-05-12,L007,P007,V005,2,35.01,0.1,70.02,28.0,42.02
28358,2023-05-12,L007,P007,V005,2,36.95,0.05,73.9,28.0,45.9
28359,2023-05-12,L007,P002,V001,2,42.9,0.0,85.8,34.0,51.8
28360,2023-05-12,L007,P008,V006,1,3.7,0.05,3.7,1.2,2.5
28361,2023-05-12,L007,P002,V006,5,42.9,0.0,214.5,85.0,129.5
28362,2023-05-12,L007,P005,V003,5,12.25,0.05,61.25,22.5,38.75
28363,2023-05-12,L007,P001,V004,6,41.31,0.1,247.86,108.0,139.86
28364,2023-05-12,L008,P002,V003,3,38.61,0.1,115.83,51.0,64.83
28365,2023-05-12,L008,P006,V003,4,9.81,0.1,39.24,15.2,24.04
28366,2023-05-12,L008,P008,V001,2,3.51,0.1,7.02,2.4,4.62
28367,2023-05-12,L008,P005,V004,1,12.25,0.05,12.25,4.5,7.75
28368,2023-05-12,L008,P005,V001,2,11.61,0.1,23.22,9.0,14.22
28369,2023-05-12,L008,P008,V006,4,3.51,0.1,14.04,4.8,9.24
28370,2023-05-12,L008,P001,V004,1,43.6,0.05,43.6,18.0,25.6
28371,2023-05-12,L008,P001,V004,1,39.02,0.15,39.02,18.0,21.02
28372,2023-05-12,L008,P009,V003,2,120.0,0.0,240.0,90.0,150.0
28373,2023-05-12,L008,P006,V001,1,10.9,0.0,10.9,3.8,7.1
28374,2023-05-12,L008,P001,V002,5,43.6,0.05,218.0,90.0,128.0
28375,2023-05-12,L008,P006,V005,5,10.9,0.0,54.5,19.0,35.5
28376,2023-05-12,L008,P005,V004,2,11.61,0.1,23.22,9.0,14.22
28377,2023-05-12,L008,P009,V002,2,120.0,0.0,240.0,90.0,150.0
28378,2023-05-12,L008,P002,V006,3,42.9,0.0,128.7,51.0,77.7
28379,2023-05-12,L008,P006,V006,4,9.27,0.15,37.08,15.2,21.88
28380,2023-05-12,L008,P001,V003,3,45.9,0.0,137.7,54.0,83.7
28381,2023-05-12,L008,P008,V005,4,3.51,0.1,14.04,4.8,9.24
28382,2023-05-12,L008,P006,V005,3,10.9,0.0,32.7,11.4,21.3
28383,2023-05-12,L008,P009,V002,3,120.0,0.0,360.0,135.0,225.0
28384,2023-05-12,L008,P008,V004,1,3.9,0.0,3.9,1.2,2.7
28385,2023-05-12,L008,P007,V005,1,38.9,0.0,38.9,14.0,24.9
28386,2023-05-12,L008,P006,V002,4,9.81,0.1,39.24,15.2,24.04
28387,2023-05-12,L008,P002,V001,4,36.46,0.15,145.84,68.0,77.84
28388,2023-05-12,L008,P005,V002,1,12.9,0.0,12.9,4.5,8.4
28389,2023-05-12,L008,P009,V005,1,102.0,0.15,102.0,45.0,57.0
28390,2023-05-12,L008,P009,V004,1,114.0,0.05,114.0,45.0,69.0
28391,2023-05-12,L008,P002,V004,1,36.46,0.15,36.46,17.0,19.46
28392,2023-05-12,L008,P009,V004,2,102.0,0.15,204.0,90.0,114.0
28393,2023-05-12,L008,P002,V003,5,38.61,0.1,193.05,85.0,108.05
